2020121500, ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121500/GSI_out, 36 ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121500/IODA, 58
2020121506, ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121506/GSI_out, 37 ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121506/IODA, 60
2020121512, ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121512/GSI_out, 36 ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121512/IODA, 58
2020121518, ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121518/GSI_out, 37 ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121518/IODA, 60
2020121600, ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121600/GSI_out, 37 ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121600/IODA, 59
2020121606, ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121606/GSI_out, 37 ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121606/IODA, 60
2020121612, ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121612/GSI_out, 36 ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121612/IODA, 58
2020121618, ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121618/GSI_out, 37 ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121618/IODA, 60
2020121700, ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121700/GSI_out, 37 ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121700/IODA, 59
2020121706, ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121706/GSI_out, 37 ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121706/IODA, 60
2020121712, ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121712/GSI_out, 37 ,/work/noaa/da/Shun.Liu/ptmp/DARTH/2020121712/IODA, 59
